Player ID,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty
,Moe Williams,30,MIN,RB,14,1,0,0,0,0,0.0,0,0,1,0,0,0.0,5.0,3.0,2.0,0.0,0
,Brian Allen,26,CAR,LB,14,0,1,21,0,21,1.0,0,0,0,0,0,0.0,22.0,17.0,5.0,0.0,0
,Arnaz Battle,24,SFO,WR,14,0,0,0,0,0,0.0,0,2,3,0,0,0.0,14.0,13.0,1.0,0.0,0
,Tatum Bell,23,DEN,RB,14,0,0,0,0,0,0.0,0,1,0,0,0,0.0,4.0,4.0,0.0,0.0,0
,Patrick Chukwurah,25,DEN,LB,14,0,0,0,0,0,1.0,0,0,0,0,0,1.0,9.0,6.0,3.0,1.0,0
,Marquis Cooper,22,TAM,LB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,9.0,0.0,0.0,0
,Jason Craft,28,NOR,DB,14,0,0,0,0,0,3.0,1,0,0,0,0,0.0,23.0,20.0,3.0,0.0,0
,Rod Davis,23,MIN,LB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,8.0,1.0,0.0,0
,Jimmy Farris,26,ATL,WR,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Vernon Fox,25,DET,DB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0
,Akbar Gbaja-Biamila,25,OAK,DE,14,0,0,0,0,0,2.0,0,0,0,0,0,1.0,14.0,11.0,3.0,3.0,0
,Clinton Hart,27,SDG,DB,14,0,1,13,0,13,2.0,0,0,0,0,0,0.0,24.0,18.0,6.0,0.0,0
,Darrell Hill,25,TEN,WR,14,0,0,0,0,0,0.0,0,0,1,0,0,0.0,13.0,10.0,3.0,0.0,0
,Chris Horn,27,KAN,WR,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Jason Horton,24,GNB,DB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,20.0,16.0,4.0,0.0,0
,Chidi Iwuoma,26,PIT,DB,14,0,0,0,0,0,0.0,1,0,0,0,0,0.0,21.0,17.0,4.0,0.0,0
,Tyoka Jackson,33,STL,DT,14,0,0,0,0,0,2.0,0,0,0,0,0,4.0,33.0,30.0,3.0,8.0,0
,Mark Jones,24,NYG,WR,14,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Dane Looker,28,STL,WR,14,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Jim Maxwell,23,NYG,LB,14,0,0,0,0,0,0.0,0,0,0,0,0,1.0,12.0,8.0,4.0,2.0,0
,Quintin Mikell,24,PHI,DB,14,0,1,0,0,0,1.0,1,0,1,0,0,0.0,25.0,21.0,4.0,1.0,0
,Hanik Milligan,25,SDG,DB,14,0,0,0,0,0,1.0,0,0,0,0,0,0.0,19.0,16.0,3.0,0.0,0
,Calvin Pace,24,ARI,DE,14,0,0,0,0,0,5.0,2,0,0,0,0,4.5,19.0,14.0,5.0,2.0,0
,Adrian Peterson,25,CHI,RB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,21.0,16.0,5.0,0.0,0
,Tyrone Rogers,30,CLE,DE,14,0,0,0,0,0,1.0,0,0,0,0,0,1.5,22.0,17.0,5.0,3.0,0
,Michael Stone,26,ARI,DB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,18.0,14.0,4.0,0.0,0
,Robert Tate,31,ARI,DB,14,0,0,0,0,0,2.0,1,0,0,0,0,0.0,20.0,17.0,3.0,0.0,0
,Joey Thomas,24,GNB,DB,14,0,0,0,0,0,1.0,1,0,0,0,0,0.0,20.0,19.0,1.0,0.0,0
,LaBrandon Toefield,24,JAX,RB,14,0,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Wes Welker,23,MIA,WR,14,0,0,0,0,0,0.0,0,4,1,0,0,0.0,5.0,3.0,2.0,0.0,0
,Jimmy Wyrick,28,MIA,DB,14,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,11.0,3.0,0.0,0
,Idrees Bashir,26,IND,FS,13,13,0,0,0,0,1.0,1,0,1,0,0,0.0,58.0,41.0,17.0,2.0,0
,Dre' Bly,27,DET,RCB,13,13,4,107,1,55,19.0,0,0,0,0,0,0.0,38.0,32.0,6.0,1.0,0
,Roderick Coleman,28,ATL,LDT,13,13,1,39,1,39,6.0,3,0,1,0,0,11.5,41.0,32.0,9.0,14.0,0
,Jeff Faine,23,CLE,C,13,13,0,0,0,0,0.0,0,2,1,-47,0,0.0,0.0,0.0,0.0,0.0,0
,Clark Haggans,27,PIT,LOLB,13,13,0,0,0,0,1.0,2,0,1,0,0,6.0,37.0,29.0,8.0,7.0,0
,Steve Heiden,28,CLE,TE,13,13,0,0,0,0,0.0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Randy Moss,27,MIN,WR,13,13,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Carson Palmer,25,CIN,QB,13,13,0,0,0,0,0.0,0,2,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Chad Pennington,28,NYJ,QB,13,13,0,0,0,0,0.0,0,5,1,-3,0,0.0,0.0,0.0,0.0,0.0,0
,Michael Pittman,29,TAM,RB,13,13,0,0,0,0,0.0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Zach Thomas,31,MIA,MLB,13,13,0,0,0,0,4.0,0,0,0,0,0,2.0,145.0,85.0,60.0,9.0,0
,Gerard Warren,26,CLE,LDT,13,13,0,0,0,0,0.0,2,0,0,0,0,4.0,19.0,13.0,6.0,3.0,0
,Darren Howard,28,NOR,RDE,13,12,0,0,0,0,1.0,3,0,3,0,0,11.0,46.0,36.0,10.0,10.0,0
,Johnnie Morton,33,KAN,WR,13,12,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Alshermond Singleton,29,DAL,LLB,13,12,0,0,0,0,1.0,0,0,0,0,0,0.0,48.0,35.0,13.0,1.0,0
,Brian Westbrook,25,PHI,RB,13,12,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Charles Woodson,28,OAK,RCB,13,12,1,25,0,25,9.0,2,0,1,0,0,2.5,74.0,59.0,15.0,1.0,0
,Cory Schlesinger,32,DET,FB,13,11,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Renaldo Hill,26,ARI,LCB,13,10,1,2,0,2,10.0,1,0,0,0,0,1.0,52.0,44.0,8.0,6.0,0
,Aeneas Williams,36,STL,FS,13,10,0,0,0,0,2.0,2,0,0,0,0,0.0,48.0,40.0,8.0,0.0,0
,Chris Hovan,26,MIN,LDT,13,9,0,0,0,0,2.0,0,0,1,0,0,1.5,20.0,11.0,9.0,2.0,0
,Eddie George,31,DAL,RB,13,8,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Sammy Morris,27,MIA,RB,13,8,0,0,0,0,0.0,0,1,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Asante Samuel,23,NWE,RCB,13,8,1,34,1,34,12.0,3,0,0,0,0,0.0,39.0,37.0,2.0,2.0,0
,Bobby Engram,31,SEA,WR,13,7,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Dexter McCleon,31,KAN,RCB,13,6,2,23,0,23,9.0,0,0,1,0,0,0.0,36.0,30.0,6.0,1.0,0
,Robert Ferguson,25,GNB,WR,13,5,0,0,0,0,0.0,0,1,1,16,0,0.0,3.0,2.0,1.0,0.0,0
,Drayton Florence,24,SDG,RCB,13,5,4,54,0,40,8.0,0,1,0,0,0,0.0,36.0,31.0,5.0,2.0,0
,Cory Bird,26,IND,DB,13,4,0,0,0,0,0.0,0,0,0,0,0,0.0,45.0,35.0,10.0,0.0,0
,Eric Brown,29,HOU,DB,13,4,0,0,0,0,0.0,0,0,0,0,0,0.0,15.0,9.0,6.0,0.0,0
,Ross Kolodziej,26,ARI,DT,13,4,0,0,0,0,0.0,0,0,0,0,0,1.0,10.0,10.0,0.0,1.0,0
,Josh Parry,26,PHI,RB,13,4,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Antowain Smith,32,TEN,RB,13,4,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Joselio Hanson,23,SFO,DB,13,3,0,0,0,0,6.0,0,0,0,0,0,1.0,20.0,18.0,2.0,1.0,0
,Caleb Miller,24,CIN,LB,13,3,0,0,0,0,0.0,0,0,1,0,0,0.0,35.0,22.0,13.0,2.0,0
,Eddie Moore,24,MIA,LB,13,3,0,0,0,0,2.0,0,0,2,0,0,0.0,35.0,27.0,8.0,1.0,0
,Trev Faulk,23,STL,LB,13,2,0,0,0,0,0.0,0,0,0,0,0,0.0,40.0,29.0,11.0,2.0,0
,Travis LaBoy,23,TEN,DE,13,2,0,0,0,0,0.0,0,0,1,0,0,3.5,21.0,13.0,8.0,1.0,0
,Dexter Reid,23,NWE,DB,13,2,0,0,0,0,2.0,1,0,1,0,0,0.0,25.0,16.0,9.0,0.0,0
,Hollis Thomas,30,PHI,DT,13,2,0,0,0,0,1.0,0,0,1,0,0,0.0,21.0,17.0,4.0,5.0,0
,Jonathan Carter,25,NYJ,WR,13,1,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Jermaine Haley,31,WAS,DT,13,1,0,0,0,0,0.0,1,0,1,0,0,1.0,9.0,8.0,1.0,0.0,0
,Bethel Johnson,25,NWE,WR,13,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Roman Phifer,36,NWE,LB,13,1,1,26,0,26,2.0,0,0,1,0,0,1.5,40.0,30.0,10.0,3.0,0
,Cliff Russell,25,CIN,WR,13,1,0,0,0,0,0.0,0,2,1,0,0,0.0,1.0,1.0,0.0,0.0,0
,Reggie Swinton,29,DET,WR,13,1,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Ike Taylor,24,PIT,DB,13,1,1,0,0,0,4.0,0,1,0,0,0,0.0,16.0,10.0,6.0,0.0,0
,Frank Walker,24,NYG,DB,13,1,2,20,0,10,3.0,1,0,0,0,0,0.0,23.0,21.0,2.0,0.0,0
,Yeremiah Bell,26,MIA,DB,13,0,0,0,0,0,1.0,0,0,0,0,0,0.0,10.0,8.0,2.0,0.0,0
,Juran Bolden,30,JAX,DB,13,0,0,0,0,0,1.0,0,0,0,0,0,0.0,23.0,19.0,4.0,1.0,0
,Jack Brewer,25,NYG,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,17.0,11.0,6.0,0.0,0
,Cornell Brown,29,BAL,LB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,19.0,15.0,4.0,1.0,0
,Roderick Bryant,23,NYJ,DB,13,0,0,0,0,0,1.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0
,Rock Cartwright,25,WAS,FB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0
,Jon Dorenbos,24,BUF,LS,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,6.0,2.0,0.0,0
,T.J. Duckett,23,ATL,RB,13,0,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Troy Evans,27,HOU,LB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,8.0,1.0,0.0,0
,Verron Haynes,25,PIT,RB,13,0,0,0,0,0,0.0,0,0,1,2,0,0.0,9.0,8.0,1.0,0.0,0
,Ellis Johnson,31,DEN,DT,13,0,1,32,1,32,1.0,0,0,0,0,0,3.0,16.0,15.0,1.0,5.0,0
,Brett Keisel,26,PIT,DE,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,5.0,4.0,0.0,0
,Gerome Sapp,23,IND,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,30.0,25.0,5.0,0.0,0
,Bart Scott,24,BAL,LB,13,0,0,0,0,0,0.0,0,0,1,0,0,0.0,28.0,18.0,10.0,1.0,0
,Dante Wesley,25,CAR,DB,13,0,0,0,0,0,0.0,0,0,0,0,0,0.0,20.0,18.0,2.0,1.0,0
,Cameron Worrell,25,CHI,DB,13,0,0,0,0,0,0.0,1,0,0,0,0,1.0,19.0,18.0,1.0,1.0,0
,John Abraham,26,NYJ,RDE,12,12,0,0,0,0,2.0,3,0,1,0,0,9.5,49.0,35.0,14.0,13.0,0
,Mark Campbell,29,BUF,TE,12,12,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Chris Claiborne,26,MIN,RLB,12,12,1,15,1,15,5.0,1,0,1,0,0,1.0,57.0,39.0,18.0,2.0,0
,Marcus Coleman,30,HOU,FS,12,12,2,116,1,102,9.0,0,0,0,0,0,0.0,56.0,45.0,11.0,0.0,0
,Ed Jasper,31,ATL,RDT,12,12,0,0,0,0,0.0,2,0,2,0,0,2.0,34.0,27.0,7.0,5.0,0
,Jamal Lewis,25,BAL,RB,12,12,0,0,0,0,0.0,0,2,1,-2,0,0.0,0.0,0.0,0.0,0.0,0
,Dan Morgan,26,CAR,MLB,12,12,2,20,0,11,6.0,1,0,2,0,0,2.0,102.0,79.0,23.0,2.0,0
,Jonathan Ogden,30,BAL,LT,12,12,0,0,0,0,,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Adewale Ogunleye,27,CHI,LDE,12,12,0,0,0,0,2.0,1,0,1,7,0,5.0,38.0,29.0,9.0,7.0,1
,Trey Teague,30,BUF,C,12,12,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Matt Birk,28,MIN,C,12,11,0,0,0,0,,0,2,0,-31,0,0.0,,,,,0
,Derrick Burgess,26,PHI,RDE,12,11,0,0,0,0,4.0,0,0,0,0,0,2.5,24.0,19.0,5.0,4.0,0
,Samari Rolle,28,TEN,RCB,12,11,1,0,0,0,7.0,0,0,2,5,0,0.0,28.0,27.0,1.0,0.0,0
,Greg Wesley,26,KAN,SS,12,11,4,92,0,65,7.0,4,0,0,0,0,0.0,70.0,63.0,7.0,0.0,0
,Sammy Davis,24,SDG,LCB,12,10,1,4,0,4,10.0,0,0,0,0,0,0.0,38.0,32.0,6.0,0.0,0
,Kim Herring,29,CIN,SS,12,10,1,0,0,0,6.0,1,0,0,0,0,0.0,64.0,51.0,13.0,4.0,0
,Victor Hobson,24,NYJ,LLB,12,10,1,2,0,2,3.0,0,0,0,0,0,0.0,45.0,30.0,15.0,4.0,0
,Daylon McCutcheon,28,CLE,RCB,12,10,2,0,0,2,9.0,0,0,0,0,0,0.0,50.0,45.0,5.0,0.0,0
,Deltha O'Neal,27,CIN,LCB,12,10,4,60,1,31,15.0,1,0,0,0,0,1.0,40.0,35.0,5.0,1.0,0
,Glenn Earl,23,HOU,SS,12,9,0,0,0,0,0.0,0,0,0,0,0,0.0,45.0,36.0,9.0,2.0,0
,Jake Scott,23,IND,RG,12,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jerry Azumah,27,CHI,RCB,12,8,4,128,1,70,9.0,2,1,0,0,0,1.5,51.0,40.0,11.0,2.0,0
,Demetric Evans,25,WAS,RDE,12,8,0,0,0,0,1.0,0,0,0,0,0,2.5,26.0,17.0,9.0,4.0,0
,Lance Frazier,23,DAL,RCB,12,8,2,2,0,2,8.0,1,2,2,0,0,0.0,45.0,37.0,8.0,2.0,0
,Courtney Watson,24,NOR,MLB,12,8,0,0,0,0,3.0,0,0,0,0,0,2.0,57.0,40.0,17.0,4.0,0
,Mark Brown,24,NYJ,LLB,12,6,0,0,0,0,1.0,1,0,0,0,0,0.0,15.0,9.0,6.0,0.0,0
,Bryan Johnson,26,CHI,FB,12,6,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Jimmy Williams,25,SFO,LCB,12,6,0,0,0,0,5.0,0,0,1,0,0,1.0,47.0,38.0,9.0,3.0,0
,Derrick Blaylock,25,KAN,RB,12,5,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Jameel Cook,25,TAM,FB,12,5,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Chris Crocker,24,CLE,FS,12,5,1,20,1,20,4.0,0,0,0,0,0,2.0,56.0,46.0,10.0,3.0,0
,Tim Euhus,24,BUF,TE,12,5,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Az-Zahir Hakim,27,DET,WR,12,5,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Cory Withrow,29,MIN,C,12,5,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Richie Anderson,33,DAL,FB,12,4,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Moran Norris,26,HOU,FB,12,4,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,2.0,2.0,0.0,0
,Ronald Curry,25,OAK,WR,12,3,0,0,0,0,0.0,0,1,1,0,0,0.0,15.0,14.0,1.0,0.0,0
,Coy Wire,26,BUF,DB,12,3,0,0,0,0,0.0,0,0,1,0,0,1.0,25.0,14.0,11.0,2.0,0
,Alfonso Boone,28,CHI,DT,12,2,0,0,0,0,1.0,0,0,0,0,0,2.5,15.0,11.0,4.0,4.0,0
,Willie Middlebrooks,25,DEN,DB,12,2,0,0,0,0,5.0,0,0,1,0,0,1.0,27.0,21.0,6.0,1.0,0
,Anthony Thomas,27,CHI,RB,12,2,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Julian Battle,23,KAN,DB,12,1,0,0,0,0,2.0,0,0,0,0,0,0.0,16.0,16.0,0.0,0.0,0
,Jordan Carstens,23,CAR,DT,12,1,0,0,0,0,0.0,0,0,1,1,0,0.0,13.0,10.0,3.0,1.0,0
,Brian Finneran,28,ATL,WR,12,1,0,0,0,0,0.0,0,1,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Jabari Greer,22,BUF,DB,12,1,0,0,0,0,3.0,0,0,0,0,0,1.0,15.0,14.0,1.0,1.0,0
,Jon McGraw,25,NYJ,DB,12,1,2,0,0,0,6.0,1,0,0,0,0,0.0,40.0,32.0,8.0,0.0,0
,Brandon Moore,25,SFO,LB,12,1,0,0,0,0,0.0,1,0,0,0,0,1.0,27.0,23.0,4.0,1.0,0
,Dwight Anderson,23,STL,DB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,13.0,3.0,1.0,0
,Brandon Barnes,23,WAS,LB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,1.0,0
,Ralph Brown,26,MIN,DB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,10.0,4.0,1.0,0
,Troy Brown,33,NWE,WR/DB,12,0,3,22,0,17,5.0,0,1,2,0,0,0.0,17.0,14.0,3.0,0.0,0
,Stephen Cheek,27,KAN,P,12,0,0,0,0,0,0.0,0,1,0,-7,0,0.0,,,,,0
,Je'Rod Cherry,31,NWE,DB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,9.0,2.0,0.0,0
,Kenyon Coleman,25,DAL,DE,12,0,0,0,0,0,0.0,0,0,0,0,0,1.0,15.0,13.0,2.0,3.0,0
,Jerricho Cotchery,22,NYJ,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,11.0,2.0,0.0,0
,Donte Curry,26,DET,LB,12,0,0,0,0,0,0.0,1,0,1,0,0,0.0,23.0,21.0,2.0,0.0,0
,Tim Dwight,29,SDG,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Justin Fargas,24,OAK,FB,12,0,0,0,0,0,0.0,0,1,0,0,0,0.0,5.0,5.0,0.0,1.0,0
,Keyaron Fox,22,KAN,LB,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0
,Cortez Hankton,23,JAX,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Nate Jackson,25,DEN,WR,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0
,Steve Martin,30,MIN,DT,12,0,0,0,0,0,1.0,0,0,0,0,0,0.5,20.0,11.0,9.0,0.0,0
,Anthony Mitchell,30,CIN,DB,12,0,0,0,0,0,0.0,0,0,1,0,0,0.0,19.0,13.0,6.0,0.0,0
,Kemp Rasmussen,25,CAR,DE,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0
,Wade Richey,28,BAL,K,12,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Josh Scobey,25,ARI,RB,12,0,0,0,0,0,0.0,0,1,1,0,0,0.0,2.0,1.0,1.0,0.0,0
,Darrion Scott,23,MIN,DE,12,0,0,0,0,0,1.0,0,0,2,0,0,0.0,23.0,12.0,11.0,2.0,0
,Junior Siavii,26,KAN,DT,12,0,0,0,0,0,0.0,0,0,0,0,0,1.0,9.0,8.0,1.0,4.0,0
,Matt Ware,22,PHI,DB,12,0,0,0,0,0,1.0,0,0,1,9,0,0.0,13.0,12.0,1.0,0.0,0
,Corey Williams,24,GNB,DT,12,0,0,0,0,0,0.0,1,0,0,0,0,1.0,24.0,14.0,10.0,1.0,0
,Dexter Wynn,23,PHI,DB,12,0,0,0,0,0,7.0,0,1,1,0,0,1.0,18.0,15.0,3.0,1.0,0
,Chris Brown,23,TEN,RB,11,11,0,0,0,0,0.0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Plaxico Burress,27,PIT,WR,11,11,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Andra Davis,26,CLE,MLB,11,11,3,35,0,30,6.0,0,0,1,0,0,0.5,71.0,53.0,18.0,2.0,0
,Rick DeMulling,27,IND,LG,11,11,0,0,0,0,,0,1,0,-2,0,0.0,,,,,0
,Jay Foreman,28,HOU,LILB,11,11,0,0,0,0,1.0,0,0,1,3,0,0.0,79.0,53.0,26.0,2.0,0
,Norman Hand,32,NYG,LDT,11,11,0,0,0,0,1.0,0,0,0,0,0,1.0,18.0,13.0,5.0,1.0,0
,Lawyer Milloy,31,BUF,SS,11,11,2,20,0,11,5.0,0,0,0,0,0,4.0,62.0,39.0,23.0,4.0,0
,Chris Snee,22,NYG,RG,11,11,0,0,0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jeff Garcia,34,CLE,QB,11,10,0,0,0,0,0.0,0,9,0,-9,0,0.0,0.0,0.0,0.0,0.0,0
,Brian Griese,29,TAM,QB,11,10,0,0,0,0,0.0,0,6,2,-7,0,0.0,0.0,0.0,0.0,0.0,0
,Monty Beisel,26,KAN,MLB/ROLB,11,9,1,-1,0,-1,1.0,1,0,1,9,0,2.5,55.0,44.0,11.0,3.0,0
,A.J. Feeley,27,MIA,QB,11,8,0,0,0,0,0.0,0,10,1,-4,0,0.0,0.0,0.0,0.0,0.0,0
,Rob Meier,27,JAX,LDE,11,8,0,0,0,0,1.0,0,0,0,0,0,0.5,22.0,15.0,7.0,5.0,0
,Michael Bennett,26,MIN,RB,11,7,0,0,0,0,0.0,0,1,1,0,0,0.0,,,,,0
,Onterrio Smith,24,MIN,RB,11,6,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Chris Cash,24,DET,LCB,11,5,1,0,0,0,4.0,1,0,0,0,0,0.0,31.0,27.0,4.0,0.0,0
,Andre' Goodman,26,DET,DB,11,4,1,0,0,0,2.0,1,0,0,0,0,0.0,29.0,24.0,5.0,0.0,0
,DeJuan Groce,24,STL,DB,11,4,0,0,0,0,4.0,0,0,0,0,0,0.0,29.0,29.0,0.0,2.0,0
,Travis Minor,25,MIA,RB,11,4,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,2.0,0.0,0.0,0
,Raynoch Thompson,27,ARI,LB,11,3,0,0,0,0,2.0,0,0,0,0,0,1.0,37.0,24.0,13.0,2.0,0
,Marcus Tubbs,23,SEA,DT,11,3,0,0,0,0,1.0,1,0,0,0,0,1.0,13.0,6.0,7.0,0.0,0
,Anthony Floyd,23,IND,DB,11,2,0,0,0,0,2.0,0,0,0,0,0,0.0,40.0,27.0,13.0,0.0,0
,Marcus Reese,23,CHI,LB,11,2,0,0,0,0,0.0,1,0,0,0,0,0.0,10.0,7.0,3.0,1.0,0
,Najeh Davenport,25,GNB,RB,11,1,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Eddie Drummond,24,DET,WR,11,1,0,0,0,0,0.0,0,0,1,0,0,0.0,3.0,3.0,0.0,0.0,0
,Kevin Faulk,28,NWE,RB,11,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Talman Gardner,24,NOR,WR,11,1,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,9.0,0.0,1.0,0
,Jason McAddley,25,TEN,WR,11,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Terrell Roberts,23,CIN,DB,11,1,0,0,0,0,2.0,0,0,0,0,0,0.0,10.0,9.0,1.0,0.0,0
,Waine Bacon,25,IND,DB,11,0,1,0,0,0,3.0,0,0,0,0,0,0.0,16.0,13.0,3.0,2.0,0
,Pat Dennis,26,WAS,DB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,8.0,0.0,0.0,0
,Gilbert Gardner,22,IND,LB,11,0,0,0,0,0,1.0,0,0,0,0,0,0.0,18.0,11.0,7.0,1.0,0
,Alan Harper,25,NYJ,DT,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,3.0,2.0,0.0,0
,Reno Mahe,24,PHI,RB,11,0,0,0,0,0,0.0,0,1,1,0,0,0.0,3.0,2.0,1.0,0.0,0
,Olindo Mare,31,MIA,K,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Fred McAfee,36,NOR,RB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,20.0,19.0,1.0,0.0,0
,Jerome McDougle,26,PHI,DE,11,0,0,0,0,0,1.0,0,0,0,0,0,2.0,13.0,13.0,0.0,1.0,0
,Willie Ponder,24,NYG,WR,11,0,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Jason Short,26,PHI,LB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,4.0,1.0,0.0,0
,Josh Thomas,23,IND,DE,11,0,0,0,0,0,0.0,0,0,0,0,0,1.0,12.0,11.0,1.0,1.0,0
,Mason Unck,24,CLE,LB,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,17.0,15.0,2.0,0.0,0
,Fernando Bryant,27,DET,LCB,10,10,0,0,0,0,9.0,0,0,0,0,0,0.0,51.0,42.0,9.0,1.0,0
,Travis Fisher,25,STL,RCB,10,10,1,30,0,30,5.0,1,0,0,0,0,0.0,35.0,32.0,3.0,0.0,0
,Albert Haynesworth,23,TEN,RDT,10,10,0,0,0,0,3.0,2,0,0,0,0,1.0,37.0,26.0,11.0,8.0,0
